agent_id,year,cumulative_state,elevated,has_insurance,relocated,trust_insurance,trust_neighbors
Agent_63,2,Do Nothing,False,False,False,0.21000000000000002,0.39999999999999997
Agent_64,2,Only Flood Insurance,False,True,False,0.39,0.44999999999999996
Agent_65,2,Only Flood Insurance,False,True,False,0.21,0.43999999999999995
Agent_66,2,Do Nothing,False,False,False,0.21000000000000002,0.49
Agent_67,2,Do Nothing,False,False,False,0.25,0.43
Agent_68,2,Do Nothing,False,False,False,0.29,0.45999999999999996
Agent_69,2,Relocate,False,False,True,0.27999999999999997,0.41
Agent_70,2,Only Flood Insurance,False,True,False,0.38000000000000006,0.54
Agent_71,2,Only Flood Insurance,False,True,False,0.44000000000000006,0.52
Agent_72,2,Only House Elevation,True,False,False,0.21000000000000002,0.44999999999999996
Agent_73,2,Only Flood Insurance,False,True,False,0.48,0.41
Agent_74,2,Only House Elevation,True,False,False,0.16000000000000003,0.47
Agent_75,2,Do Nothing,False,False,False,0.19000000000000003,0.47
Agent_76,2,Do Nothing,False,False,False,0.25,0.51
Agent_77,2,Do Nothing,False,False,False,0.38999999999999996,0.44999999999999996
Agent_78,2,Only Flood Insurance,False,True,False,0.43,0.37999999999999995
Agent_79,2,Only House Elevation,True,False,False,0.41,0.49999999999999994
Agent_80,2,Only Flood Insurance,False,True,False,0.39,0.47
Agent_81,2,Do Nothing,False,False,False,0.35,0.38999999999999996
Agent_82,2,Only House Elevation,True,False,False,0.22,0.39999999999999997
Agent_83,2,Only Flood Insurance,False,True,False,0.36000000000000004,0.42
Agent_84,2,Do Nothing,False,False,False,0.42999999999999994,0.44999999999999996
Agent_85,2,Only Flood Insurance,False,True,False,0.47000000000000003,0.45999999999999996
Agent_86,2,Only House Elevation,True,False,False,0.26999999999999996,0.52
Agent_87,2,Only House Elevation,True,False,False,0.48,0.55
Agent_88,2,Do Nothing,False,False,False,0.44999999999999996,0.44999999999999996
Agent_89,2,Relocate,True,False,True,0.21000000000000002,0.48
Agent_90,2,Only House Elevation,True,False,False,0.30999999999999994,0.37999999999999995
Agent_91,2,Do Nothing,False,False,False,0.22000000000000003,0.44999999999999996
Agent_92,2,Do Nothing,False,False,False,0.25,0.44999999999999996
Agent_93,2,Relocate,True,False,True,0.21000000000000002,0.45999999999999996
Agent_94,2,Only Flood Insurance,False,True,False,0.34,0.54
Agent_95,2,Do Nothing,False,False,False,0.22000000000000003,0.51
Agent_96,2,Do Nothing,False,False,False,0.36,0.53
Agent_97,2,Only Flood Insurance,False,True,False,0.48000000000000004,0.51
Agent_98,2,Only House Elevation,True,False,False,0.43999999999999995,0.49
Agent_99,2,Relocate,False,True,True,0.39,0.45
Agent_100,2,Only Flood Insurance,False,True,False,0.22,0.51
Agent_1,3,Only House Elevation,True,False,False,0.18000000000000002,0.44999999999999996
Agent_2,3,Only House Elevation,True,False,False,0.21000000000000002,0.5399999999999999
Agent_3,3,Only Flood Insurance,False,True,False,0.44,0.44999999999999996
Agent_4,3,Only House Elevation,True,False,False,0.21000000000000002,0.44999999999999996
Agent_5,3,Do Nothing,False,False,False,0.17000000000000004,0.41999999999999993
Agent_6,3,Relocate,True,False,True,0.27999999999999997,0.37
Agent_7,3,Do Nothing,False,False,False,0.5,0.43999999999999995
Agent_8,3,Only House Elevation,True,False,False,0.16000000000000003,0.44999999999999996
Agent_9,3,Only House Elevation,True,False,False,0.33999999999999997,0.44999999999999996
Agent_10,3,Do Nothing,False,False,False,0.25,0.5399999999999999
Agent_11,3,Do Nothing,False,False,False,0.33,0.6000000000000001
Agent_12,3,Only Flood Insurance,False,True,False,0.23,0.42999999999999994
Agent_13,3,Relocate,False,True,True,0.23,0.47
Agent_14,3,Both Flood Insurance and House Elevation,True,True,False,0.31,0.5700000000000001
Agent_15,3,Only Flood Insurance,False,True,False,0.43,0.56
Agent_16,3,Do Nothing,False,False,False,0.33999999999999997,0.53
Agent_17,3,Only Flood Insurance,False,True,False,0.23,0.5900000000000001
Agent_18,3,Only House Elevation,True,False,False,0.17000000000000004,0.48999999999999994
Agent_19,3,Only House Elevation,True,False,False,0.44999999999999996,0.42999999999999994
Agent_20,3,Only House Elevation,True,False,False,0.37999999999999995,0.45999999999999996
Agent_21,3,Only House Elevation,True,False,False,0.42,0.44999999999999996
Agent_22,3,Only House Elevation,True,False,False,0.47,0.55
Agent_23,3,Only House Elevation,True,False,False,0.20000000000000004,0.6100000000000001
Agent_24,3,Only House Elevation,True,False,False,0.48999999999999994,0.5700000000000001
Agent_25,3,Do Nothing,False,False,False,0.17000000000000004,0.5399999999999999
Agent_26,3,Only House Elevation,True,False,False,0.30000000000000004,0.41999999999999993
Agent_27,3,Do Nothing,False,False,False,0.35,0.44999999999999996
Agent_28,3,Only Flood Insurance,False,True,False,0.23,0.6000000000000001
Agent_29,3,Only House Elevation,True,False,False,0.28,0.48999999999999994
Agent_30,3,Only House Elevation,True,False,False,0.26,0.52
Agent_31,3,Only Flood Insurance,False,True,False,0.24000000000000002,0.44999999999999996
Agent_32,3,Only House Elevation,True,False,False,0.26999999999999996,0.47
Agent_33,3,Do Nothing,False,False,False,0.47,0.6200000000000001
Agent_34,3,Relocate,False,False,True,0.37,0.52
Agent_35,3,Only Flood Insurance,False,True,False,0.21000000000000005,0.53
Agent_36,3,Do Nothing,False,False,False,0.55,0.42999999999999994
Agent_37,3,Only House Elevation,True,False,False,0.39999999999999997,0.5800000000000001
Agent_38,3,Only House Elevation,True,False,False,0.45999999999999996,0.4799999999999999
Agent_39,3,Do Nothing,False,False,False,0.37999999999999995,0.51
Agent_40,3,Only House Elevation,True,False,False,0.21000000000000002,0.5900000000000001
Agent_41,3,Only House Elevation,True,False,False,0.42999999999999994,0.41999999999999993
Agent_42,3,Only House Elevation,True,False,False,0.39999999999999997,0.48999999999999994
Agent_43,3,Only House Elevation,True,False,False,0.35,0.51
Agent_44,3,Relocate,True,False,True,0.39999999999999997,0.43
Agent_45,3,Only House Elevation,True,False,False,0.36999999999999994,0.51
Agent_46,3,Only House Elevation,True,False,False,0.38999999999999996,0.51
Agent_47,3,Only House Elevation,True,False,False,0.38,0.42999999999999994
Agent_48,3,Only Flood Insurance,False,True,False,0.42000000000000004,0.47
Agent_49,3,Only Flood Insurance,False,True,False,0.44999999999999996,0.6200000000000001
Agent_50,3,Only House Elevation,True,False,False,0.37999999999999995,0.51
Agent_51,3,Relocate,False,True,True,0.5,0.49999999999999994
Agent_52,3,Do Nothing,False,False,False,0.45999999999999996,0.43999999999999995
Agent_53,3,Do Nothing,False,False,False,0.3,0.49999999999999994
Agent_54,3,Relocate,False,True,True,0.48,0.44999999999999996
Agent_55,3,Only House Elevation,True,False,False,0.5,0.5399999999999999
Agent_56,3,Relocate,True,False,True,0.44999999999999996,0.37
Agent_57,3,Only House Elevation,True,False,False,0.42999999999999994,0.4799999999999999
Agent_58,3,Only House Elevation,True,False,False,0.36999999999999994,0.56
Agent_59,3,Do Nothing,False,False,False,0.22000000000000003,0.44999999999999996
Agent_60,3,Do Nothing,False,False,False,0.31,0.4799999999999999
Agent_61,3,Only House Elevation,True,False,False,0.22000000000000003,0.41999999999999993
Agent_62,3,Only Flood Insurance,False,True,False,0.24999999999999997,0.4799999999999999
Agent_63,3,Only House Elevation,True,False,False,0.19000000000000003,0.43999999999999995
Agent_64,3,Relocate,False,True,True,0.39,0.44999999999999996
Agent_65,3,Only House Elevation,True,False,False,0.19,0.4799999999999999
Agent_66,3,Only House Elevation,True,False,False,0.19000000000000003,0.53
Agent_67,3,Do Nothing,False,False,False,0.23,0.47
Agent_68,3,Only House Elevation,True,False,False,0.33999999999999997,0.49999999999999994
Agent_69,3,Relocate,False,True,True,0.27999999999999997,0.41
Agent_70,3,Do Nothing,False,False,False,0.43000000000000005,0.5800000000000001
Agent_71,3,Only House Elevation,True,False,False,0.49000000000000005,0.56
Agent_72,3,Only House Elevation,True,False,False,0.19000000000000003,0.48999999999999994
Agent_73,3,Only House Elevation,True,False,False,0.53,0.44999999999999996
Agent_74,3,Only House Elevation,True,False,False,0.14000000000000004,0.51
Agent_75,3,Do Nothing,False,False,False,0.24000000000000005,0.51
Agent_76,3,Only Flood Insurance,False,True,False,0.15,0.55
Agent_77,3,Only House Elevation,True,False,False,0.36999999999999994,0.48999999999999994
Agent_78,3,Only Flood Insurance,False,True,False,0.32999999999999996,0.41999999999999993
Agent_79,3,Only House Elevation,True,False,False,0.38999999999999996,0.5399999999999999
Agent_80,3,Only Flood Insurance,False,True,False,0.29000000000000004,0.51
Agent_81,3,Only House Elevation,True,False,False,0.39999999999999997,0.42999999999999994
Agent_82,3,Only House Elevation,True,False,False,0.2,0.43999999999999995
Agent_83,3,Only Flood Insurance,False,True,False,0.26,0.45999999999999996
Agent_84,3,Only House Elevation,True,False,False,0.4799999999999999,0.48999999999999994
Agent_85,3,Only Flood Insurance,False,True,False,0.37,0.49999999999999994
Agent_86,3,Only House Elevation,True,False,False,0.24999999999999997,0.56
Agent_87,3,Only House Elevation,True,False,False,0.45999999999999996,0.5900000000000001
Agent_88,3,Do Nothing,False,False,False,0.49999999999999994,0.48999999999999994
Agent_89,3,Relocate,True,False,True,0.21000000000000002,0.48
Agent_90,3,Only House Elevation,True,False,False,0.2899999999999999,0.41999999999999993
Agent_91,3,Do Nothing,False,False,False,0.20000000000000004,0.48999999999999994
Agent_92,3,Only Flood Insurance,False,True,False,0.15,0.48999999999999994
Agent_93,3,Relocate,True,False,True,0.21000000000000002,0.45999999999999996
Agent_94,3,Only Flood Insurance,False,True,False,0.36000000000000004,0.5800000000000001
Agent_95,3,Only Flood Insurance,False,True,False,0.24000000000000002,0.55
Agent_96,3,Do Nothing,False,False,False,0.33999999999999997,0.5700000000000001
Agent_97,3,Only House Elevation,True,False,False,0.53,0.55
Agent_98,3,Only House Elevation,True,False,False,0.41999999999999993,0.53
Agent_99,3,Relocate,False,False,True,0.39,0.45
Agent_100,3,Only House Elevation,True,False,False,0.27,0.55
Agent_1,4,Only House Elevation,True,False,False,0.23000000000000004,0.48999999999999994
Agent_2,4,Only House Elevation,True,False,False,0.19000000000000003,0.58
Agent_3,4,Do Nothing,False,False,False,0.42,0.48999999999999994
Agent_4,4,Only House Elevation,True,False,False,0.19000000000000003,0.48999999999999994
Agent_5,4,Only House Elevation,True,False,False,0.15000000000000005,0.4599999999999999
Agent_6,4,Relocate,True,False,True,0.27999999999999997,0.37
Agent_7,4,Do Nothing,False,False,False,0.55,0.4799999999999999
Agent_8,4,Both Flood Insurance and House Elevation,True,True,False,0.18000000000000002,0.48999999999999994
Agent_9,4,Only House Elevation,True,False,False,0.31999999999999995,0.48999999999999994
Agent_10,4,Do Nothing,False,False,False,0.23,0.58
Agent_11,4,Only Flood Insurance,False,True,False,0.35000000000000003,0.6400000000000001
Agent_12,4,Do Nothing,False,False,False,0.21000000000000002,0.4699999999999999
Agent_13,4,Relocate,False,True,True,0.23,0.47
Agent_14,4,Only House Elevation,True,False,False,0.29,0.6100000000000001
Agent_15,4,Only Flood Insurance,False,True,False,0.32999999999999996,0.6000000000000001
Agent_16,4,Only House Elevation,True,False,False,0.38999999999999996,0.5700000000000001
Agent_17,4,Only House Elevation,True,False,False,0.28,0.6300000000000001
Agent_18,4,Only House Elevation,True,False,False,0.15000000000000005,0.5299999999999999
Agent_19,4,Only House Elevation,True,False,False,0.42999999999999994,0.4699999999999999
Agent_20,4,Only House Elevation,True,False,False,0.35999999999999993,0.49999999999999994
Agent_21,4,Only House Elevation,True,False,False,0.39999999999999997,0.48999999999999994
Agent_22,4,Only House Elevation,True,False,False,0.44999999999999996,0.5900000000000001
Agent_23,4,Only House Elevation,True,False,False,0.18000000000000005,0.6500000000000001
Agent_24,4,Only House Elevation,True,False,False,0.5399999999999999,0.6100000000000001
Agent_25,4,Only House Elevation,True,False,False,0.22000000000000003,0.58
Agent_26,4,Only House Elevation,True,False,False,0.28,0.4599999999999999
Agent_27,4,Only House Elevation,True,False,False,0.39999999999999997,0.48999999999999994
Agent_28,4,Only Flood Insurance,False,True,False,0.13,0.6400000000000001
Agent_29,4,Only House Elevation,True,False,False,0.26,0.5299999999999999
Agent_30,4,Only House Elevation,True,False,False,0.31,0.56
Agent_31,4,Do Nothing,False,False,False,0.29000000000000004,0.48999999999999994
Agent_32,4,Only House Elevation,True,False,False,0.24999999999999997,0.51
Agent_33,4,Only House Elevation,True,False,False,0.52,0.6600000000000001
Agent_34,4,Relocate,False,False,True,0.37,0.52
Agent_35,4,Only Flood Insurance,False,True,False,0.23000000000000004,0.5700000000000001
Agent_36,4,Only Flood Insurance,False,True,False,0.45000000000000007,0.4699999999999999
Agent_37,4,Only House Elevation,True,False,False,0.37999999999999995,0.6200000000000001
Agent_38,4,Only House Elevation,True,False,False,0.43999999999999995,0.5199999999999999
Agent_39,4,Do Nothing,False,False,False,0.35999999999999993,0.55
Agent_40,4,Only House Elevation,True,False,False,0.19000000000000003,0.6300000000000001
Agent_41,4,Only House Elevation,True,False,False,0.4099999999999999,0.4599999999999999
Agent_42,4,Only House Elevation,True,False,False,0.37999999999999995,0.5299999999999999
Agent_43,4,Only House Elevation,True,False,False,0.32999999999999996,0.55
Agent_44,4,Relocate,True,False,True,0.39999999999999997,0.43
Agent_45,4,Only House Elevation,True,False,False,0.3499999999999999,0.55
Agent_46,4,Only House Elevation,True,False,False,0.36999999999999994,0.55
Agent_47,4,Only House Elevation,True,False,False,0.36,0.4699999999999999
Agent_48,4,Do Nothing,False,False,False,0.47000000000000003,0.51
Agent_49,4,Relocate,False,True,True,0.44999999999999996,0.6200000000000001
Agent_50,4,Only House Elevation,True,False,False,0.35999999999999993,0.55
Agent_51,4,Relocate,True,False,True,0.5,0.49999999999999994
Agent_52,4,Do Nothing,False,False,False,0.51,0.4799999999999999
Agent_53,4,Only Flood Insurance,False,True,False,0.32,0.5399999999999999
Agent_54,4,Relocate,False,False,True,0.48,0.44999999999999996
Agent_55,4,Only House Elevation,True,False,False,0.48,0.58
Agent_56,4,Relocate,True,True,True,0.44999999999999996,0.37
Agent_57,4,Only House Elevation,True,False,False,0.4099999999999999,0.5199999999999999
Agent_58,4,Only House Elevation,True,False,False,0.3499999999999999,0.6000000000000001
Agent_59,4,Do Nothing,False,False,False,0.27,0.48999999999999994
Agent_60,4,Do Nothing,False,False,False,0.36,0.5199999999999999
Agent_61,4,Only House Elevation,True,False,False,0.20000000000000004,0.4599999999999999
Agent_62,4,Do Nothing,False,False,False,0.22999999999999998,0.5199999999999999
Agent_63,4,Only House Elevation,True,False,False,0.17000000000000004,0.4799999999999999
Agent_64,4,Relocate,False,True,True,0.39,0.44999999999999996
Agent_65,4,Only House Elevation,True,False,False,0.17,0.5199999999999999
Agent_66,4,Only House Elevation,True,False,False,0.17000000000000004,0.5700000000000001
Agent_67,4,Do Nothing,False,False,False,0.21000000000000002,0.51
Agent_68,4,Only House Elevation,True,False,False,0.31999999999999995,0.5399999999999999
Agent_69,4,Relocate,True,False,True,0.27999999999999997,0.41
Agent_70,4,Only Flood Insurance,False,True,False,0.45000000000000007,0.6200000000000001
Agent_71,4,Only House Elevation,True,False,False,0.47000000000000003,0.6000000000000001
Agent_72,4,Relocate,True,False,True,0.19000000000000003,0.48999999999999994
Agent_73,4,Only House Elevation,True,False,False,0.51,0.48999999999999994
Agent_74,4,Only House Elevation,True,False,False,0.12000000000000004,0.55
Agent_75,4,Do Nothing,False,False,False,0.22000000000000006,0.55
Agent_76,4,Only Flood Insurance,False,True,False,0.16999999999999998,0.5900000000000001
Agent_77,4,Only House Elevation,True,False,False,0.3499999999999999,0.5299999999999999
Agent_78,4,Only House Elevation,True,False,False,0.37999999999999995,0.4599999999999999
Agent_79,4,Only House Elevation,True,False,False,0.36999999999999994,0.58
Agent_80,4,Only Flood Insurance,False,True,False,0.19000000000000003,0.55
Agent_81,4,Only House Elevation,True,False,False,0.37999999999999995,0.4699999999999999
Agent_82,4,Only House Elevation,True,False,False,0.18000000000000002,0.4799999999999999
Agent_83,4,Only House Elevation,True,False,False,0.31,0.49999999999999994
Agent_84,4,Only House Elevation,True,False,False,0.4599999999999999,0.5299999999999999
Agent_85,4,Only Flood Insurance,False,True,False,0.27,0.5399999999999999
Agent_86,4,Only House Elevation,True,False,False,0.22999999999999998,0.6000000000000001
Agent_87,4,Both Flood Insurance and House Elevation,True,True,False,0.48,0.6300000000000001
Agent_88,4,Only House Elevation,True,False,False,0.4799999999999999,0.5299999999999999
Agent_89,4,Relocate,True,False,True,0.21000000000000002,0.48
Agent_90,4,Only House Elevation,True,False,False,0.2699999999999999,0.4599999999999999
Agent_91,4,Relocate,False,False,True,0.20000000000000004,0.48999999999999994
Agent_92,4,Do Nothing,False,False,False,0.2,0.5299999999999999
Agent_93,4,Relocate,True,False,True,0.21000000000000002,0.45999999999999996
Agent_94,4,Only Flood Insurance,False,True,False,0.38000000000000006,0.6200000000000001
Agent_95,4,Relocate,False,True,True,0.24000000000000002,0.55
Agent_96,4,Only House Elevation,True,False,False,0.38999999999999996,0.6100000000000001
