agent_id,year,decision,raw_skill,outcome,elevated,has_insurance,relocated
Agent_47,1,Do Nothing,do_nothing,APPROVED,False,False,False
Agent_48,1,Do Nothing,do_nothing,APPROVED,False,False,False
Agent_49,1,Do Nothing,do_nothing,APPROVED,False,False,False
Agent_50,1,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_51,1,Do Nothing,do_nothing,APPROVED,False,False,False
Agent_52,1,Do Nothing,do_nothing,APPROVED,False,False,False
Agent_53,1,Do Nothing,do_nothing,APPROVED,False,False,False
Agent_54,1,Do Nothing,do_nothing,APPROVED,False,False,False
Agent_55,1,Do Nothing,do_nothing,APPROVED,False,False,False
Agent_56,1,Do Nothing,do_nothing,APPROVED,False,False,False
Agent_57,1,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_58,1,Do Nothing,do_nothing,APPROVED,False,False,False
Agent_59,1,Do Nothing,do_nothing,APPROVED,False,False,False
Agent_60,1,Only Flood Insurance,buy_insurance,APPROVED,False,True,False
Agent_61,1,Do Nothing,do_nothing,APPROVED,False,False,False
Agent_62,1,Do Nothing,do_nothing,APPROVED,False,False,False
Agent_63,1,Do Nothing,do_nothing,APPROVED,False,False,False
Agent_64,1,Do Nothing,do_nothing,APPROVED,False,False,False
Agent_65,1,Do Nothing,do_nothing,APPROVED,False,False,False
Agent_66,1,Do Nothing,do_nothing,APPROVED,False,False,False
Agent_67,1,Do Nothing,do_nothing,APPROVED,False,False,False
Agent_68,1,Do Nothing,do_nothing,APPROVED,False,False,False
Agent_69,1,Do Nothing,do_nothing,APPROVED,False,False,False
Agent_70,1,Do Nothing,do_nothing,APPROVED,False,False,False
Agent_71,1,Do Nothing,do_nothing,APPROVED,False,False,False
Agent_72,1,Do Nothing,do_nothing,APPROVED,False,False,False
Agent_73,1,Do Nothing,do_nothing,APPROVED,False,False,False
Agent_74,1,Do Nothing,do_nothing,APPROVED,False,False,False
Agent_75,1,Do Nothing,do_nothing,APPROVED,False,False,False
Agent_76,1,Do Nothing,do_nothing,APPROVED,False,False,False
Agent_77,1,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_78,1,Do Nothing,do_nothing,APPROVED,False,False,False
Agent_79,1,Do Nothing,do_nothing,APPROVED,False,False,False
Agent_80,1,Do Nothing,do_nothing,APPROVED,False,False,False
Agent_81,1,Do Nothing,do_nothing,APPROVED,False,False,False
Agent_82,1,Do Nothing,do_nothing,APPROVED,False,False,False
Agent_83,1,Do Nothing,do_nothing,APPROVED,False,False,False
Agent_84,1,Do Nothing,do_nothing,APPROVED,False,False,False
Agent_85,1,Do Nothing,do_nothing,APPROVED,False,False,False
Agent_86,1,Do Nothing,do_nothing,APPROVED,False,False,False
Agent_87,1,Do Nothing,do_nothing,APPROVED,False,False,False
Agent_88,1,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_89,1,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_90,1,Do Nothing,do_nothing,APPROVED,False,False,False
Agent_91,1,Do Nothing,do_nothing,APPROVED,False,False,False
Agent_92,1,Do Nothing,do_nothing,APPROVED,False,False,False
Agent_93,1,Do Nothing,do_nothing,APPROVED,False,False,False
Agent_94,1,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_95,1,Do Nothing,do_nothing,APPROVED,False,False,False
Agent_96,1,Do Nothing,do_nothing,APPROVED,False,False,False
Agent_97,1,Do Nothing,do_nothing,APPROVED,False,False,False
Agent_98,1,Do Nothing,do_nothing,APPROVED,False,False,False
Agent_99,1,Do Nothing,do_nothing,APPROVED,False,False,False
Agent_100,1,Do Nothing,do_nothing,APPROVED,False,False,False
Agent_1,2,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_2,2,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_3,2,Do Nothing,do_nothing,APPROVED,False,False,False
Agent_4,2,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_5,2,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_6,2,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_7,2,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_8,2,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_9,2,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_10,2,Do Nothing,do_nothing,APPROVED,False,False,False
Agent_11,2,Do Nothing,do_nothing,APPROVED,False,False,False
Agent_12,2,Do Nothing,do_nothing,APPROVED,False,False,False
Agent_13,2,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_14,2,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_15,2,Do Nothing,do_nothing,APPROVED,False,False,False
Agent_16,2,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_17,2,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_18,2,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_19,2,Do Nothing,do_nothing,APPROVED,False,False,False
Agent_20,2,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_21,2,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_22,2,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_23,2,Do Nothing,do_nothing,APPROVED,False,False,False
Agent_24,2,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_25,2,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_26,2,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_27,2,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_28,2,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_29,2,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_30,2,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_31,2,Do Nothing,do_nothing,APPROVED,False,False,False
Agent_32,2,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_33,2,Only Flood Insurance,buy_insurance,APPROVED,False,True,False
Agent_34,2,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_35,2,Only Flood Insurance,buy_insurance,APPROVED,False,True,False
Agent_36,2,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_37,2,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_38,2,Do Nothing,do_nothing,APPROVED,False,False,False
Agent_39,2,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_40,2,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_41,2,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_42,2,Do Nothing,do_nothing,APPROVED,False,False,False
Agent_43,2,Only House Elevation,do_nothing,APPROVED,True,False,False
Agent_44,2,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_45,2,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_46,2,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_47,2,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_48,2,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_49,2,Do Nothing,do_nothing,APPROVED,False,False,False
Agent_50,2,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_51,2,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_52,2,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_53,2,Do Nothing,do_nothing,APPROVED,False,False,False
Agent_54,2,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_55,2,Do Nothing,do_nothing,APPROVED,False,False,False
Agent_56,2,Do Nothing,do_nothing,APPROVED,False,False,False
Agent_57,2,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_58,2,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_59,2,Do Nothing,do_nothing,APPROVED,False,False,False
Agent_60,2,Do Nothing,do_nothing,APPROVED,False,False,False
Agent_61,2,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_62,2,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_63,2,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_64,2,Only Flood Insurance,buy_insurance,APPROVED,False,True,False
Agent_65,2,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_66,2,Do Nothing,do_nothing,APPROVED,False,False,False
Agent_67,2,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_68,2,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_69,2,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_70,2,Only Flood Insurance,buy_insurance,APPROVED,False,True,False
Agent_71,2,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_72,2,Do Nothing,do_nothing,APPROVED,False,False,False
Agent_73,2,Do Nothing,do_nothing,APPROVED,False,False,False
Agent_74,2,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_75,2,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_76,2,Do Nothing,do_nothing,APPROVED,False,False,False
Agent_77,2,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_78,2,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_79,2,Do Nothing,do_nothing,APPROVED,False,False,False
Agent_80,2,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_81,2,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_82,2,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_83,2,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_84,2,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_85,2,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_86,2,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_87,2,Do Nothing,do_nothing,APPROVED,False,False,False
Agent_88,2,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_89,2,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_90,2,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_91,2,Do Nothing,do_nothing,APPROVED,False,False,False
Agent_92,2,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_93,2,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_94,2,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_95,2,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_96,2,Do Nothing,do_nothing,APPROVED,False,False,False
Agent_97,2,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_98,2,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_99,2,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_100,2,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_1,3,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_2,3,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_3,3,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_4,3,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_5,3,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_6,3,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_7,3,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_8,3,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_9,3,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_10,3,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_11,3,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_12,3,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_13,3,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_14,3,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_15,3,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_16,3,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_17,3,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_18,3,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_19,3,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_20,3,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_21,3,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_22,3,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_23,3,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_24,3,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_25,3,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_26,3,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_27,3,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_28,3,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_29,3,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_30,3,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_31,3,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_32,3,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_33,3,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_34,3,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_35,3,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_36,3,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_37,3,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_38,3,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_39,3,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_40,3,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_41,3,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_42,3,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_43,3,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_44,3,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_45,3,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_46,3,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_47,3,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_48,3,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_49,3,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_50,3,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_51,3,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_52,3,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_53,3,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_54,3,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_55,3,Only Flood Insurance,buy_insurance,APPROVED,False,True,False
Agent_56,3,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_57,3,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_58,3,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_59,3,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_60,3,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_61,3,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_62,3,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_63,3,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_64,3,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_65,3,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_66,3,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_67,3,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_68,3,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_69,3,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_70,3,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_71,3,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_72,3,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_73,3,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_74,3,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_75,3,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_76,3,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_77,3,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_78,3,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_79,3,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_80,3,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_81,3,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_82,3,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_83,3,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_84,3,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_85,3,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_86,3,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_87,3,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_88,3,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_89,3,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_90,3,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_91,3,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_92,3,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_93,3,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_94,3,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_95,3,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_96,3,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_97,3,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_98,3,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_99,3,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_100,3,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_1,4,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_2,4,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_3,4,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_4,4,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_5,4,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_6,4,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_7,4,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_8,4,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_9,4,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_10,4,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_11,4,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_12,4,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_13,4,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_14,4,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_15,4,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_16,4,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_17,4,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_18,4,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_19,4,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_20,4,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_21,4,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_22,4,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_23,4,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_24,4,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_25,4,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_26,4,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_27,4,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_28,4,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_29,4,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_30,4,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_31,4,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_32,4,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_33,4,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_34,4,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_35,4,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_36,4,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_37,4,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_38,4,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_39,4,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_40,4,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_41,4,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_42,4,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_43,4,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_44,4,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_45,4,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_46,4,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_47,4,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_48,4,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_49,4,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_50,4,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_51,4,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_52,4,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_53,4,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_54,4,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_55,4,Only House Elevation,elevate_house,APPROVED,True,False,False
Agent_56,4,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_57,4,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_58,4,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_59,4,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_60,4,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_61,4,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_62,4,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_63,4,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_64,4,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_65,4,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_66,4,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_67,4,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_68,4,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_69,4,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_70,4,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
Agent_71,4,Both Flood Insurance and House Elevation,buy_insurance,APPROVED,True,True,False
