agent_id,year,current_action,cumulative_state,elevated,has_insurance,relocated,outcome
Agent_85,2,buy_insurance,Only Flood Insurance,False,True,False,SAMPLED
Agent_86,2,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_87,2,buy_insurance,Only Flood Insurance,False,True,False,SAMPLED
Agent_88,2,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_89,2,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_90,2,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_91,2,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_92,2,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_93,2,buy_insurance,Only Flood Insurance,False,True,False,SAMPLED
Agent_94,2,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_95,2,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_96,2,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_97,2,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_98,2,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_99,2,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_100,2,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_1,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_2,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_3,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_4,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_5,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_6,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_7,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_8,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_9,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_10,3,buy_insurance,Only Flood Insurance,False,True,False,SAMPLED
Agent_11,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_12,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_13,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_14,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_15,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_16,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_17,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_18,3,buy_insurance,Only Flood Insurance,False,True,False,SAMPLED
Agent_19,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_20,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_21,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_22,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_23,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_24,3,buy_insurance,Only Flood Insurance,False,True,False,SAMPLED
Agent_25,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_26,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_27,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_28,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_29,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_30,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_31,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_32,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_33,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_34,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_35,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_36,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_37,3,buy_insurance,Only Flood Insurance,False,True,False,SAMPLED
Agent_38,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_39,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_40,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_41,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_42,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_43,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_44,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_45,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_46,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_47,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_48,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_49,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_50,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_51,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_52,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_53,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_54,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_55,3,buy_insurance,Only Flood Insurance,False,True,False,SAMPLED
Agent_56,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_57,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_58,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_59,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_60,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_61,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_62,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_63,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_64,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_65,3,buy_insurance,Only Flood Insurance,False,True,False,SAMPLED
Agent_66,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_67,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_68,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_69,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_70,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_71,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_72,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_73,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_74,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_75,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_76,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_77,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_78,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_79,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_80,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_81,3,buy_insurance,Only Flood Insurance,False,True,False,SAMPLED
Agent_82,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_83,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_84,3,buy_insurance,Only Flood Insurance,False,True,False,SAMPLED
Agent_85,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_86,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_87,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_88,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_89,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_90,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_91,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_92,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_93,3,buy_insurance,Only Flood Insurance,False,True,False,SAMPLED
Agent_94,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_95,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_96,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_97,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_98,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_99,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_100,3,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_1,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_2,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_3,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_4,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_5,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_6,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_7,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_8,4,buy_insurance,Only Flood Insurance,False,True,False,SAMPLED
Agent_9,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_10,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_11,4,buy_insurance,Only Flood Insurance,False,True,False,SAMPLED
Agent_12,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_13,4,buy_insurance,Only Flood Insurance,False,True,False,SAMPLED
Agent_14,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_15,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_16,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_17,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_18,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_19,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_20,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_21,4,buy_insurance,Only Flood Insurance,False,True,False,SAMPLED
Agent_22,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_23,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_24,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_25,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_26,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_27,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_28,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_29,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_30,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_31,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_32,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_33,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_34,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_35,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_36,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_37,4,buy_insurance,Only Flood Insurance,False,True,False,SAMPLED
Agent_38,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_39,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_40,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_41,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_42,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_43,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_44,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_45,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_46,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_47,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_48,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_49,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_50,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_51,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_52,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_53,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_54,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_55,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_56,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_57,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_58,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_59,4,buy_insurance,Only Flood Insurance,False,True,False,SAMPLED
Agent_60,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_61,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_62,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_63,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_64,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_65,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_66,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_67,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_68,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_69,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_70,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_71,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_72,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_73,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_74,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_75,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_76,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_77,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_78,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_79,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_80,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_81,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_82,4,buy_insurance,Only Flood Insurance,False,True,False,SAMPLED
Agent_83,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_84,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_85,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_86,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_87,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_88,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_89,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_90,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_91,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_92,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_93,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_94,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_95,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_96,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_97,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_98,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_99,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_100,4,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_1,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_2,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_3,5,do_nothing,Do Nothing,False,False,False,SAMPLED
Agent_4,5,do_nothing,Do Nothing,False,False,False,SAMPLED
