agent_id,year,cumulative_state,elevated,has_insurance,relocated,trust_insurance,trust_neighbors
Agent_52,1,Only Flood Insurance,False,True,False,0.47000000000000003,0.41
Agent_53,1,Only House Elevation,True,False,False,0.26999999999999996,0.47
Agent_54,1,Only Flood Insurance,False,True,False,0.5,0.45999999999999996
Agent_55,1,Do Nothing,False,False,False,0.38999999999999996,0.51
Agent_56,1,Only House Elevation,True,False,False,0.44999999999999996,0.42
Agent_57,1,Only Flood Insurance,False,True,False,0.51,0.44999999999999996
Agent_58,1,Only Flood Insurance,False,True,False,0.45,0.53
Agent_59,1,Relocate,False,False,True,0.28,0.38
Agent_60,1,Do Nothing,False,False,False,0.24000000000000002,0.44999999999999996
Agent_61,1,Only House Elevation,True,False,False,0.26,0.38999999999999996
Agent_62,1,Do Nothing,False,False,False,0.37,0.44999999999999996
Agent_63,1,Do Nothing,False,False,False,0.23,0.41
Agent_64,1,Do Nothing,False,False,False,0.32999999999999996,0.45999999999999996
Agent_65,1,Do Nothing,False,False,False,0.19,0.44999999999999996
Agent_66,1,Only House Elevation,True,False,False,0.23,0.5
Agent_67,1,Only Flood Insurance,False,True,False,0.27,0.44
Agent_68,1,Only House Elevation,True,False,False,0.31,0.47
Agent_69,1,Do Nothing,False,False,False,0.27999999999999997,0.45999999999999996
Agent_70,1,Do Nothing,False,False,False,0.32,0.55
Agent_71,1,Do Nothing,False,False,False,0.38,0.53
Agent_72,1,Only House Elevation,True,False,False,0.23,0.45999999999999996
Agent_73,1,Only House Elevation,True,False,False,0.45999999999999996,0.42
Agent_74,1,Only Flood Insurance,False,True,False,0.22,0.48
Agent_75,1,Do Nothing,False,False,False,0.21000000000000002,0.48
Agent_76,1,Do Nothing,False,False,False,0.23,0.52
Agent_77,1,Do Nothing,False,False,False,0.41,0.45999999999999996
Agent_78,1,Only House Elevation,True,False,False,0.41,0.38999999999999996
Agent_79,1,Do Nothing,False,False,False,0.43,0.51
Agent_80,1,Do Nothing,False,False,False,0.37,0.48
Agent_81,1,Only Flood Insurance,False,True,False,0.41000000000000003,0.39999999999999997
Agent_82,1,Only Flood Insurance,False,True,False,0.24,0.41
Agent_83,1,Do Nothing,False,False,False,0.3,0.43
Agent_84,1,Only Flood Insurance,False,True,False,0.49,0.45999999999999996
Agent_85,1,Only Flood Insurance,False,True,False,0.45,0.47
Agent_86,1,Do Nothing,False,False,False,0.29,0.53
Agent_87,1,Only House Elevation,True,False,False,0.45999999999999996,0.56
Agent_88,1,Only House Elevation,True,False,False,0.47,0.45999999999999996
Agent_89,1,Do Nothing,False,False,False,0.21000000000000002,0.53
Agent_90,1,Do Nothing,False,False,False,0.32999999999999996,0.38999999999999996
Agent_91,1,Do Nothing,False,False,False,0.24000000000000002,0.45999999999999996
Agent_92,1,Do Nothing,False,False,False,0.23,0.45999999999999996
Agent_93,1,Only House Elevation,True,False,False,0.21000000000000002,0.51
Agent_94,1,Do Nothing,False,False,False,0.27999999999999997,0.55
Agent_95,1,Only Flood Insurance,False,True,False,0.28,0.52
Agent_96,1,Do Nothing,False,False,False,0.38,0.54
Agent_97,1,Only Flood Insurance,False,True,False,0.46,0.52
Agent_98,1,Do Nothing,False,False,False,0.45999999999999996,0.5
Agent_99,1,Relocate,False,True,True,0.37,0.46
Agent_100,1,Only House Elevation,True,False,False,0.2,0.52
Agent_1,2,Do Nothing,False,False,False,0.2,0.45999999999999996
Agent_2,2,Do Nothing,False,False,False,0.16000000000000003,0.55
Agent_3,2,Only House Elevation,True,False,False,0.42,0.45999999999999996
Agent_4,2,Only House Elevation,True,False,False,0.23,0.45999999999999996
Agent_5,2,Do Nothing,False,False,False,0.19000000000000003,0.42999999999999994
Agent_6,2,Only Flood Insurance,False,True,False,0.34,0.45999999999999996
Agent_7,2,Relocate,True,False,True,0.43,0.41
Agent_8,2,Relocate,False,False,True,0.22,0.38
Agent_9,2,Only House Elevation,True,False,False,0.29,0.45999999999999996
Agent_10,2,Only House Elevation,True,False,False,0.16000000000000003,0.55
Agent_11,2,Only House Elevation,True,False,False,0.2,0.6100000000000001
Agent_12,2,Only House Elevation,True,False,False,0.24999999999999997,0.43999999999999995
Agent_13,2,Both Flood Insurance and House Elevation,True,True,False,0.23,0.52
Agent_14,2,Relocate,False,True,True,0.29,0.5
Agent_15,2,Do Nothing,False,False,False,0.41,0.5700000000000001
Agent_16,2,Relocate,False,True,True,0.35000000000000003,0.5
Agent_17,2,Only Flood Insurance,False,True,False,0.29,0.6000000000000001
Agent_18,2,Both Flood Insurance and House Elevation,True,True,False,0.23,0.49999999999999994
Agent_19,2,Only House Elevation,True,False,False,0.42999999999999994,0.43999999999999995
Agent_20,2,Relocate,True,False,True,0.37,0.39
Agent_21,2,Only House Elevation,True,False,False,0.39999999999999997,0.45999999999999996
Agent_22,2,Only House Elevation,True,False,False,0.44999999999999996,0.56
Agent_23,2,Only Flood Insurance,False,True,False,0.30000000000000004,0.6200000000000001
Agent_24,2,Relocate,False,True,True,0.5,0.54
Agent_25,2,Only House Elevation,True,False,False,0.19000000000000003,0.55
Agent_26,2,Both Flood Insurance and House Elevation,True,True,False,0.28,0.42999999999999994
Agent_27,2,Only House Elevation,True,False,False,0.3,0.45999999999999996
Agent_28,2,Only House Elevation,True,False,False,0.29,0.6100000000000001
Agent_29,2,Relocate,True,False,True,0.25,0.45999999999999996
Agent_30,2,Both Flood Insurance and House Elevation,True,True,False,0.24,0.53
Agent_31,2,Only Flood Insurance,False,True,False,0.34,0.45999999999999996
Agent_32,2,Only House Elevation,True,False,False,0.33,0.48
Agent_33,2,Relocate,False,True,True,0.46,0.55
Agent_34,2,Only House Elevation,True,False,False,0.35,0.6100000000000001
Agent_35,2,Only Flood Insurance,False,True,False,0.27,0.54
Agent_36,2,Only Flood Insurance,False,True,False,0.5,0.43999999999999995
Agent_37,2,Only Flood Insurance,False,True,False,0.5,0.5900000000000001
Agent_38,2,Only House Elevation,True,False,False,0.36999999999999994,0.48999999999999994
Agent_39,2,Only House Elevation,True,False,False,0.39999999999999997,0.52
Agent_40,2,Do Nothing,False,False,False,0.23,0.6000000000000001
Agent_41,2,Only House Elevation,True,False,False,0.44999999999999996,0.42999999999999994
Agent_42,2,Do Nothing,False,False,False,0.30999999999999994,0.49999999999999994
Agent_43,2,Do Nothing,False,False,False,0.3,0.52
Agent_44,2,Only Flood Insurance,False,True,False,0.48000000000000004,0.48
Agent_45,2,Only House Elevation,True,False,False,0.38999999999999996,0.52
Agent_46,2,Only House Elevation,True,False,False,0.41,0.52
Agent_47,2,Only Flood Insurance,False,True,False,0.4,0.43999999999999995
Agent_48,2,Relocate,False,False,True,0.45999999999999996,0.44
Agent_49,2,Only Flood Insurance,False,True,False,0.47,0.6300000000000001
Agent_50,2,Do Nothing,False,False,False,0.44,0.52
Agent_51,2,Only House Elevation,True,False,False,0.42,0.55
Agent_52,2,Only Flood Insurance,False,True,False,0.49000000000000005,0.44999999999999996
Agent_53,2,Both Flood Insurance and House Elevation,True,True,False,0.29,0.51
Agent_54,2,Do Nothing,False,False,False,0.48,0.49999999999999994
Agent_55,2,Only Flood Insurance,False,True,False,0.41,0.55
Agent_56,2,Both Flood Insurance and House Elevation,True,True,False,0.47,0.45999999999999996
Agent_57,2,Do Nothing,False,False,False,0.49,0.48999999999999994
Agent_58,2,Only House Elevation,True,False,False,0.43,0.5700000000000001
Agent_59,2,Relocate,True,False,True,0.28,0.38
Agent_60,2,Do Nothing,False,False,False,0.22000000000000003,0.48999999999999994
Agent_61,2,Both Flood Insurance and House Elevation,True,True,False,0.28,0.42999999999999994
Agent_62,2,Only House Elevation,True,False,False,0.35,0.48999999999999994
Agent_63,2,Do Nothing,False,False,False,0.21000000000000002,0.44999999999999996
Agent_64,2,Only House Elevation,True,False,False,0.30999999999999994,0.49999999999999994
Agent_65,2,Do Nothing,False,False,False,0.17,0.48999999999999994
Agent_66,2,Only House Elevation,True,False,False,0.21000000000000002,0.54
Agent_67,2,Only Flood Insurance,False,True,False,0.29000000000000004,0.48
Agent_68,2,Only House Elevation,True,False,False,0.29,0.51
Agent_69,2,Only House Elevation,True,False,False,0.25999999999999995,0.49999999999999994
Agent_70,2,Do Nothing,False,False,False,0.3,0.5900000000000001
Agent_71,2,Relocate,False,False,True,0.38,0.53
Agent_72,2,Only House Elevation,True,False,False,0.21000000000000002,0.49999999999999994
Agent_73,2,Only House Elevation,True,False,False,0.43999999999999995,0.45999999999999996
Agent_74,2,Only Flood Insurance,False,True,False,0.24,0.52
Agent_75,2,Relocate,False,False,True,0.21000000000000002,0.48
Agent_76,2,Only House Elevation,True,False,False,0.21000000000000002,0.56
Agent_77,2,Do Nothing,False,False,False,0.38999999999999996,0.49999999999999994
Agent_78,2,Only House Elevation,True,False,False,0.38999999999999996,0.42999999999999994
Agent_79,2,Only Flood Insurance,False,True,False,0.45,0.55
Agent_80,2,Only House Elevation,True,False,False,0.35,0.52
Agent_81,2,Only House Elevation,True,False,False,0.39,0.43999999999999995
Agent_82,2,Only Flood Insurance,False,True,False,0.26,0.44999999999999996
Agent_83,2,Do Nothing,False,False,False,0.27999999999999997,0.47
Agent_84,2,Only House Elevation,True,False,False,0.47,0.49999999999999994
Agent_85,2,Do Nothing,False,False,False,0.43,0.51
Agent_86,2,Do Nothing,False,False,False,0.26999999999999996,0.5700000000000001
Agent_87,2,Only House Elevation,True,False,False,0.43999999999999995,0.6000000000000001
Agent_88,2,Only House Elevation,True,False,False,0.44999999999999996,0.49999999999999994
Agent_89,2,Only House Elevation,True,False,False,0.19000000000000003,0.5700000000000001
Agent_90,2,Only Flood Insurance,False,True,False,0.35,0.42999999999999994
Agent_91,2,Do Nothing,False,False,False,0.22000000000000003,0.49999999999999994
Agent_92,2,Only Flood Insurance,False,True,False,0.25,0.49999999999999994
Agent_93,2,Both Flood Insurance and House Elevation,True,True,False,0.23,0.55
Agent_94,2,Only Flood Insurance,False,True,False,0.3,0.5900000000000001
Agent_95,2,Relocate,False,True,True,0.28,0.52
Agent_96,2,Only Flood Insurance,False,True,False,0.4,0.5800000000000001
Agent_97,2,Only Flood Insurance,False,True,False,0.48000000000000004,0.56
Agent_98,2,Only House Elevation,True,False,False,0.43999999999999995,0.54
Agent_99,2,Relocate,True,False,True,0.37,0.46
Agent_100,2,Only House Elevation,True,False,False,0.18000000000000002,0.56
Agent_1,3,Do Nothing,False,False,False,0.25,0.49999999999999994
Agent_2,3,Do Nothing,False,False,False,0.14000000000000004,0.5900000000000001
Agent_3,3,Only House Elevation,True,False,False,0.39999999999999997,0.49999999999999994
Agent_4,3,Only House Elevation,True,False,False,0.28,0.49999999999999994
Agent_5,3,Do Nothing,False,False,False,0.24000000000000005,0.4699999999999999
Agent_6,3,Only House Elevation,True,False,False,0.39,0.49999999999999994
Agent_7,3,Relocate,True,False,True,0.43,0.41
Agent_8,3,Relocate,False,True,True,0.22,0.38
Agent_9,3,Only House Elevation,True,False,False,0.26999999999999996,0.49999999999999994
Agent_10,3,Only House Elevation,True,False,False,0.14000000000000004,0.5900000000000001
Agent_11,3,Only House Elevation,True,False,False,0.18000000000000002,0.6500000000000001
Agent_12,3,Only House Elevation,True,False,False,0.22999999999999998,0.4799999999999999
Agent_13,3,Only House Elevation,True,False,False,0.21000000000000002,0.56
Agent_14,3,Relocate,False,False,True,0.29,0.5
Agent_15,3,Do Nothing,False,False,False,0.45999999999999996,0.6100000000000001
Agent_16,3,Relocate,False,False,True,0.35000000000000003,0.5
Agent_17,3,Only Flood Insurance,False,True,False,0.18999999999999997,0.6400000000000001
Agent_18,3,Only House Elevation,True,False,False,0.21000000000000002,0.5399999999999999
Agent_19,3,Only House Elevation,True,False,False,0.4099999999999999,0.4799999999999999
Agent_20,3,Relocate,True,False,True,0.37,0.39
Agent_21,3,Only House Elevation,True,False,False,0.37999999999999995,0.49999999999999994
Agent_22,3,Only House Elevation,True,False,False,0.42999999999999994,0.6000000000000001
Agent_23,3,Only Flood Insurance,False,True,False,0.32000000000000006,0.6600000000000001
Agent_24,3,Relocate,False,True,True,0.5,0.54
Agent_25,3,Only House Elevation,True,False,False,0.17000000000000004,0.5900000000000001
Agent_26,3,Both Flood Insurance and House Elevation,True,True,False,0.30000000000000004,0.4699999999999999
Agent_27,3,Only House Elevation,True,False,False,0.27999999999999997,0.49999999999999994
Agent_28,3,Both Flood Insurance and House Elevation,True,True,False,0.31,0.6500000000000001
Agent_29,3,Relocate,True,False,True,0.25,0.45999999999999996
Agent_30,3,Only House Elevation,True,False,False,0.29,0.5700000000000001
Agent_31,3,Only Flood Insurance,False,True,False,0.24000000000000002,0.49999999999999994
Agent_32,3,Both Flood Insurance and House Elevation,True,True,False,0.35000000000000003,0.52
Agent_33,3,Relocate,True,False,True,0.46,0.55
Agent_34,3,Only House Elevation,True,False,False,0.39999999999999997,0.6500000000000001
Agent_35,3,Only House Elevation,True,False,False,0.32,0.5800000000000001
Agent_36,3,Only House Elevation,True,False,False,0.55,0.4799999999999999
Agent_37,3,Only House Elevation,True,False,False,0.48,0.6300000000000001
Agent_38,3,Only House Elevation,True,False,False,0.3499999999999999,0.5299999999999999
Agent_39,3,Only House Elevation,True,False,False,0.37999999999999995,0.56
Agent_40,3,Only House Elevation,True,False,False,0.28,0.6400000000000001
Agent_41,3,Both Flood Insurance and House Elevation,True,True,False,0.47,0.4699999999999999
Agent_42,3,Only House Elevation,True,False,False,0.35999999999999993,0.5399999999999999
Agent_43,3,Do Nothing,False,False,False,0.35,0.56
Agent_44,3,Only House Elevation,True,False,False,0.46,0.52
Agent_45,3,Only House Elevation,True,False,False,0.36999999999999994,0.56
Agent_46,3,Only House Elevation,True,False,False,0.38999999999999996,0.56
Agent_47,3,Only Flood Insurance,False,True,False,0.42000000000000004,0.4799999999999999
Agent_48,3,Relocate,True,False,True,0.45999999999999996,0.44
Agent_49,3,Only House Elevation,True,False,False,0.52,0.6700000000000002
Agent_50,3,Only House Elevation,True,False,False,0.49,0.56
Agent_51,3,Only House Elevation,True,False,False,0.39999999999999997,0.5900000000000001
Agent_52,3,Only Flood Insurance,False,True,False,0.39,0.48999999999999994
Agent_53,3,Only House Elevation,True,False,False,0.26999999999999996,0.55
Agent_54,3,Only Flood Insurance,False,True,False,0.38,0.5399999999999999
Agent_55,3,Only Flood Insurance,False,True,False,0.30999999999999994,0.5900000000000001
Agent_56,3,Both Flood Insurance and House Elevation,True,True,False,0.49,0.49999999999999994
Agent_57,3,Do Nothing,False,False,False,0.54,0.5299999999999999
Agent_58,3,Only House Elevation,True,False,False,0.41,0.6100000000000001
Agent_59,3,Relocate,True,False,True,0.28,0.38
Agent_60,3,Only House Elevation,True,False,False,0.27,0.5299999999999999
Agent_61,3,Only House Elevation,True,False,False,0.26,0.4699999999999999
Agent_62,3,Only House Elevation,True,False,False,0.32999999999999996,0.5299999999999999
Agent_63,3,Do Nothing,False,False,False,0.19000000000000003,0.48999999999999994
Agent_64,3,Only House Elevation,True,False,False,0.35999999999999993,0.5399999999999999
Agent_65,3,Do Nothing,False,False,False,0.15000000000000002,0.5299999999999999
Agent_66,3,Only House Elevation,True,False,False,0.19000000000000003,0.5800000000000001
Agent_67,3,Only House Elevation,True,False,False,0.27,0.52
Agent_68,3,Both Flood Insurance and House Elevation,True,True,False,0.31,0.55
Agent_69,3,Both Flood Insurance and House Elevation,True,True,False,0.27999999999999997,0.5399999999999999
Agent_70,3,Only Flood Insurance,False,True,False,0.19999999999999998,0.6300000000000001
Agent_71,3,Relocate,False,True,True,0.38,0.53
Agent_72,3,Only House Elevation,True,False,False,0.19000000000000003,0.5399999999999999
Agent_73,3,Only House Elevation,True,False,False,0.41999999999999993,0.49999999999999994
Agent_74,3,Do Nothing,False,False,False,0.29,0.56
Agent_75,3,Relocate,False,False,True,0.21000000000000002,0.48
Agent_76,3,Only House Elevation,True,False,False,0.19000000000000003,0.6000000000000001
Agent_77,3,Do Nothing,False,False,False,0.43999999999999995,0.5399999999999999
Agent_78,3,Only House Elevation,True,False,False,0.36999999999999994,0.4699999999999999
Agent_79,3,Do Nothing,False,False,False,0.43,0.5900000000000001
Agent_80,3,Only House Elevation,True,False,False,0.32999999999999996,0.56
Agent_81,3,Only House Elevation,True,False,False,0.37,0.4799999999999999
Agent_82,3,Only Flood Insurance,False,True,False,0.28,0.48999999999999994
Agent_83,3,Only Flood Insurance,False,True,False,0.17999999999999997,0.51
Agent_84,3,Only House Elevation,True,False,False,0.44999999999999996,0.5399999999999999
Agent_85,3,Do Nothing,False,False,False,0.48,0.55
Agent_86,3,Do Nothing,False,False,False,0.24999999999999997,0.6100000000000001
Agent_87,3,Only House Elevation,True,False,False,0.41999999999999993,0.6400000000000001
Agent_88,3,Only House Elevation,True,False,False,0.42999999999999994,0.5399999999999999
Agent_89,3,Only House Elevation,True,False,False,0.17000000000000004,0.6100000000000001
Agent_90,3,Do Nothing,False,False,False,0.39999999999999997,0.4699999999999999
Agent_91,3,Only House Elevation,True,False,False,0.27,0.5399999999999999
Agent_92,3,Only House Elevation,True,False,False,0.23,0.5399999999999999
Agent_93,3,Only House Elevation,True,False,False,0.21000000000000002,0.5900000000000001
Agent_94,3,Relocate,False,True,True,0.3,0.5900000000000001
Agent_95,3,Relocate,True,False,True,0.28,0.52
Agent_96,3,Do Nothing,False,False,False,0.45,0.6200000000000001
Agent_97,3,Only House Elevation,True,False,False,0.53,0.6000000000000001
Agent_98,3,Only House Elevation,True,False,False,0.41999999999999993,0.5800000000000001
Agent_99,3,Relocate,True,False,True,0.37,0.46
Agent_100,3,Only House Elevation,True,False,False,0.23000000000000004,0.6000000000000001
Agent_1,4,Do Nothing,False,False,False,0.3,0.5399999999999999
Agent_2,4,Relocate,False,False,True,0.14000000000000004,0.5900000000000001
Agent_3,4,Only House Elevation,True,False,False,0.37999999999999995,0.5399999999999999
Agent_4,4,Only House Elevation,True,False,False,0.26,0.5399999999999999
Agent_5,4,Relocate,False,False,True,0.24000000000000005,0.4699999999999999
Agent_6,4,Only House Elevation,True,False,False,0.37,0.5399999999999999
Agent_7,4,Relocate,True,False,True,0.43,0.41
Agent_8,4,Relocate,False,True,True,0.22,0.38
Agent_9,4,Only House Elevation,True,False,False,0.24999999999999997,0.5399999999999999
Agent_10,4,Only House Elevation,True,False,False,0.12000000000000004,0.6300000000000001
Agent_11,4,Both Flood Insurance and House Elevation,True,True,False,0.2,0.6900000000000002
Agent_12,4,Only House Elevation,True,False,False,0.21,0.5199999999999999
Agent_13,4,Only House Elevation,True,False,False,0.19000000000000003,0.6000000000000001
Agent_14,4,Relocate,False,True,True,0.29,0.5
Agent_15,4,Do Nothing,False,False,False,0.51,0.6500000000000001
Agent_16,4,Relocate,False,True,True,0.35000000000000003,0.5
Agent_17,4,Only Flood Insurance,False,True,False,0.08999999999999997,0.6800000000000002
Agent_18,4,Only House Elevation,True,False,False,0.19000000000000003,0.58
Agent_19,4,Only House Elevation,True,False,False,0.3899999999999999,0.5199999999999999
Agent_20,4,Relocate,True,False,True,0.37,0.39
Agent_21,4,Only House Elevation,True,False,False,0.35999999999999993,0.5399999999999999
Agent_22,4,Both Flood Insurance and House Elevation,True,True,False,0.44999999999999996,0.6400000000000001
Agent_23,4,Relocate,False,True,True,0.32000000000000006,0.6600000000000001
Agent_24,4,Relocate,True,False,True,0.5,0.54
Agent_25,4,Only House Elevation,True,False,False,0.15000000000000005,0.6300000000000001
Agent_26,4,Only House Elevation,True,False,False,0.28,0.5099999999999999
Agent_27,4,Only House Elevation,True,False,False,0.25999999999999995,0.5399999999999999
Agent_28,4,Only House Elevation,True,False,False,0.29,0.6900000000000002
Agent_29,4,Relocate,True,False,True,0.25,0.45999999999999996
Agent_30,4,Both Flood Insurance and House Elevation,True,True,False,0.31,0.6100000000000001
Agent_31,4,Only Flood Insurance,False,True,False,0.14,0.5399999999999999
Agent_32,4,Both Flood Insurance and House Elevation,True,True,False,0.37000000000000005,0.56
Agent_33,4,Relocate,True,False,True,0.46,0.55
Agent_34,4,Only House Elevation,True,False,False,0.44999999999999996,0.6900000000000002
Agent_35,4,Both Flood Insurance and House Elevation,True,True,False,0.34,0.6200000000000001
Agent_36,4,Both Flood Insurance and House Elevation,True,True,False,0.45000000000000007,0.5199999999999999
Agent_37,4,Only House Elevation,True,False,False,0.45999999999999996,0.6700000000000002
Agent_38,4,Only House Elevation,True,False,False,0.3299999999999999,0.57
Agent_39,4,Only House Elevation,True,False,False,0.35999999999999993,0.6000000000000001
Agent_40,4,Only House Elevation,True,False,False,0.26,0.6800000000000002
Agent_41,4,Only House Elevation,True,False,False,0.44999999999999996,0.5099999999999999
Agent_42,4,Only House Elevation,True,False,False,0.3399999999999999,0.58
Agent_43,4,Do Nothing,False,False,False,0.39999999999999997,0.6000000000000001
Agent_44,4,Only House Elevation,True,False,False,0.44,0.56
Agent_45,4,Only House Elevation,True,False,False,0.3499999999999999,0.6000000000000001
Agent_46,4,Only House Elevation,True,False,False,0.36999999999999994,0.6000000000000001
Agent_47,4,Relocate,False,True,True,0.42000000000000004,0.4799999999999999
Agent_48,4,Relocate,True,False,True,0.45999999999999996,0.44
Agent_49,4,Both Flood Insurance and House Elevation,True,True,False,0.42000000000000004,0.7100000000000002
Agent_50,4,Only House Elevation,True,False,False,0.47,0.6000000000000001
Agent_51,4,Only House Elevation,True,False,False,0.37999999999999995,0.6300000000000001
Agent_52,4,Only House Elevation,True,False,False,0.44,0.5299999999999999
Agent_53,4,Only House Elevation,True,False,False,0.24999999999999997,0.5900000000000001
Agent_54,4,Do Nothing,False,False,False,0.36,0.58
Agent_55,4,Do Nothing,False,False,False,0.35999999999999993,0.6300000000000001
Agent_56,4,Only House Elevation,True,False,False,0.47,0.5399999999999999
Agent_57,4,Only Flood Insurance,False,True,False,0.44000000000000006,0.57
Agent_58,4,Only House Elevation,True,False,False,0.38999999999999996,0.6500000000000001
Agent_59,4,Relocate,True,False,True,0.28,0.38
Agent_60,4,Only House Elevation,True,False,False,0.25,0.57
Agent_61,4,Both Flood Insurance and House Elevation,True,True,False,0.28,0.5099999999999999
Agent_62,4,Only House Elevation,True,False,False,0.30999999999999994,0.57
Agent_63,4,Do Nothing,False,False,False,0.24000000000000005,0.5299999999999999
Agent_64,4,Only House Elevation,True,False,False,0.3399999999999999,0.58
Agent_65,4,Only House Elevation,True,False,False,0.2,0.57
Agent_66,4,Only House Elevation,True,False,False,0.17000000000000004,0.6200000000000001
Agent_67,4,Only House Elevation,True,False,False,0.25,0.56
Agent_68,4,Only House Elevation,True,False,False,0.29,0.5900000000000001
Agent_69,4,Both Flood Insurance and House Elevation,True,True,False,0.3,0.58
Agent_70,4,Only Flood Insurance,False,True,False,0.21999999999999997,0.6700000000000002
Agent_71,4,Relocate,False,True,True,0.38,0.53
Agent_72,4,Only House Elevation,True,False,False,0.17000000000000004,0.58
Agent_73,4,Only House Elevation,True,False,False,0.3999999999999999,0.5399999999999999
Agent_74,4,Do Nothing,False,False,False,0.26999999999999996,0.6000000000000001
Agent_75,4,Relocate,False,True,True,0.21000000000000002,0.48
Agent_76,4,Both Flood Insurance and House Elevation,True,True,False,0.21000000000000002,0.6400000000000001
Agent_77,4,Do Nothing,False,False,False,0.48999999999999994,0.58
Agent_78,4,Only House Elevation,True,False,False,0.3499999999999999,0.5099999999999999
Agent_79,4,Do Nothing,False,False,False,0.48,0.6300000000000001
Agent_80,4,Both Flood Insurance and House Elevation,True,True,False,0.35,0.6000000000000001
Agent_81,4,Both Flood Insurance and House Elevation,True,True,False,0.39,0.5199999999999999
Agent_82,4,Relocate,False,True,True,0.28,0.48999999999999994
Agent_83,4,Only Flood Insurance,False,True,False,0.07999999999999996,0.55
Agent_84,4,Only House Elevation,True,False,False,0.42999999999999994,0.58
Agent_85,4,Only Flood Insurance,False,True,False,0.38,0.5900000000000001
Agent_86,4,Do Nothing,False,False,False,0.22999999999999998,0.6500000000000001
Agent_87,4,Both Flood Insurance and House Elevation,True,True,False,0.43999999999999995,0.6800000000000002
Agent_88,4,Only House Elevation,True,False,False,0.4099999999999999,0.58
Agent_89,4,Only House Elevation,True,False,False,0.15000000000000005,0.6500000000000001
Agent_90,4,Only Flood Insurance,False,True,False,0.42,0.5099999999999999
Agent_91,4,Only House Elevation,True,False,False,0.25,0.58
Agent_92,4,Only House Elevation,True,False,False,0.21000000000000002,0.58
